Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
173984.62577590227,-0.9795043223684794,-0.8932007564932193,1.556431477656825,-0.7580051635257266,-0.25230903821224254,-1.562815153234926,-0.002392085283366055,-0.3355965442159791,-0.18712656790867088,-0.6772932736050821,0.023365069675897143,-0.11905826569586138,-0.21006114622511482,-0.681057683920112,-0.6779128147540657,0.7525090426300278,-0.04200154305420323,1.1930931912786218,-0.49297170031320114,-0.5304369930786564,1.0425686677942934,-0.12221340507100735,-0.388872593945981,-0.3820138687183079,1.431159262257418,0.013459642889303985,0.6024899714369382,1.1486353903906452,96.79279316983413,0
219952.3726955457,-2.5385867862783624,-0.5129460261642551,0.099876673198808,-0.05177950931178382,0.42862226615680893,0.128967101690798,1.6534645512862847,-1.0492598341678556,-0.4576460441704872,-0.0786708105601314,1.0320751309971015,-0.4578508817641616,0.8004587041911985,-1.6084632207669975,0.05577211637889386,2.113184844596999,-1.1282071707941672,-1.3460790202971191,-0.8728640976877713,-1.1270530298646482,-1.3654529973775218,-0.010493113375552515,-0.42768629191643664,-1.7163014208893772,-1.009544779187682,-0.9132193140647271,-1.3567279708140536,0.951039911515292,215.93862247667167,0
228857.36845611405,0.10908082706575765,2.302527240810493,-1.7179775791104503,-0.10086988601454994,-0.5084352256054349,2.2588444498129996,-0.8957585690444599,0.8096630511188492,0.3199598181731773,-1.3368490982348074,-1.4098088230589143,0.23633557716515857,-1.1662382661103163,-1.280758938251886,1.3493891479343545,-1.5530672345337324,1.5070892304234387,-0.8416694939323925,-0.3649451889744795,-0.7421449641204276,-1.725816662277007,0.12375215875798545,-1.1197849780211822,0.2542226755238496,1.5081599126244896,-1.075430670545054,-1.242307170693895,0.31321610591868154,416.2561881539944,0
184907.77755360928,1.9131003346416966,1.8576938579125741,0.6359938260130715,0.14262259688531487,-0.43520284398427567,0.9416105355635522,-0.06699314865805009,0.5548262929300881,-0.08430334009778584,-0.7874270601792482,-1.5863384601374633,0.9514041437950574,0.8966832769304403,1.1759549625252006,0.7219009557692556,-1.578209284755715,0.22450546586273848,-0.5037681228407439,1.3342450402457695,1.4048971968746367,0.5013243578760729,-0.9072315640044035,-0.15827480861944795,1.3627391668048723,0.23585700327098919,-1.15775230099783,-0.7867397879316912,2.6050918137183814,13.63787008841925,0
309232.53646492184,-0.4991587259858783,-1.0833468173358938,1.6711841310004858,-0.9169290171808744,-1.9865800660035713,-0.7492528148039768,1.2880386849897807,1.4724201580905252,-0.46769335784883764,-0.1741342195806071,1.5437433520138477,0.7129275145522125,0.10582495060906191,0.500364656592245,0.2168518438292777,0.43090252936721785,0.5029032266694468,-1.058949240212338,1.9776404815697255,-0.33383884083045706,0.6924926101880285,0.937997720565796,-0.12460375165749607,-0.27912469916452953,-0.4515106059956881,1.4519896118619127,-0.4259957243269412,-0.8505171909442574,1237.7880499455764,0
195492.2150243734,-3.565733611249752,3.375140050033703,-0.3070959668020077,3.8163486302509804,-2.638257695100611,0.6201291784639892,-2.419070722120998,3.1561902922570653,-1.978400023053525,-3.9948185106561294,2.8736221888586977,-0.7125862666082401,1.54585879568869,-3.9971527788623944,2.347781342866716,-2.144889690044378,-0.16234088915261224,0.6971018713021416,-1.856371082372226,1.575933909666561,0.5597577739937599,-0.7097842199517018,0.24133069298287085,-0.9739006619039868,-0.5038758809112861,-0.5027516358677735,0.21227807966716572,-0.7730819092334278,12.841989668679549,1
306876.6855588496,0.6708041968777233,1.0363390777555268,0.6322429777905769,0.5898862829892554,1.176331222965934,0.6988326619873191,-0.369996811714867,-0.32377810109874805,0.7091847064026408,-0.2700181107983306,0.6499742704210838,-0.6049788704938803,-1.0787658805179925,-1.1247973608444928,-0.4103566066489596,-0.003375198095544596,-0.11255216132581985,-0.023185557458196324,-0.7661339686201782,-0.43936499584957506,0.6925610652025734,-0.4660193220406446,0.5320125935348055,-0.007538918263816731,-0.13259414867330213,-0.0977323710216116,0.6299468529693357,-1.0774395711875577,150.32024890534092,0
337057.3867035456,-4.030290826518051,3.4925208516010886,-2.9233464853193842,2.804157315049546,-1.8301505456725111,1.436904292210276,-3.9888656746874904,2.6450584665705663,-2.762441620279014,-4.526101960632705,2.6959582479315514,-2.5533402460210413,3.570008853387131,-3.670127751668465,1.1614979638188287,0.23065323944292815,-0.29255429900186836,0.7609385443908907,0.6050799936932703,0.01427766113629303,0.59835907323604,0.29021941993997835,-0.03959343597872067,1.0249569724303536,-0.46450469130054606,-0.8182331338022568,2.4855850503243255,-1.6961118425549546,23.18104839650792,1
251864.3809982249,0.48396138222139373,0.13364925115098175,-0.5878510080737078,1.1603077065278162,0.5680321928707031,2.3563004267163654,1.1015945986497364,1.2470138165395017,0.805882364329455,2.010985773243731,-1.2576308396914984,0.629860866164833,-2.022545176573655,0.7539690245825967,-0.24571421526171372,0.03127592335042245,-0.8795469219410542,1.6181452316195852,-0.19642418911936993,-0.4462040140294979,0.19275717543854742,-0.7546714471021423,2.366667743430194,0.45620971383251907,0.6698901570788725,-0.5892636723590793,-0.5879407052439938,-0.6907782353911832,5.980668843521908,0
225764.22657252557,0.6509939464987528,-0.13223320112699738,0.11337285687505105,-1.4143012812861335,-0.13249942810073398,-1.0508557645131964,-0.23913423238638393,1.3464777566395083,-0.5397607501700511,-0.17824197380068868,0.7783729461199379,0.6539046894457655,-2.0693486143624327,-0.9612290599779243,1.1650137868720767,-0.025925106590142202,1.6386749443158706,1.2981372370826076,1.1670454559567611,-0.017406027229948086,0.40622897834877086,0.8529695179141356,0.9255498991141514,0.23832571207897732,1.0515441518278972,0.74221764062398,0.08489789626393365,-0.17920310419788715,99.8717840775356,0
